405,10,10121,43073,76.6374731,12.3219262,GSM
405,10,10121,43081,76.6449197,12.3127035,GSM
405,10,10121,48042,76.6499919,12.3104775,GSM
405,10,10121,48091,76.6303341,12.3321175,GSM
405,10,10121,48092,76.6377417,12.3220989,GSM
405,10,10121,48132,76.6567838,12.312694,GSM
405,10,10121,48221,76.6292562,12.3328293,GSM
405,10,10121,48251,76.6454171,12.305191,GSM
405,10,10121,48253,76.6449057,12.3028791,GSM
405,10,10121,49491,76.6736273,12.2990911,GSM
405,10,10121,49593,76.6546977,12.3111501,GSM
405,10,10121,49673,76.647396,12.3045447,GSM
405,10,10121,49731,76.6289792,12.3249648,GSM
405,10,10121,49792,76.660303,12.3142546,GSM
405,10,10121,48133,76.6545684,12.3129653,GSM
405,10,10121,48212,76.6300362,12.3218399,GSM
405,10,10121,48252,76.6507824,12.3026446,GSM
405,10,10121,49551,76.6440085,12.3018579,GSM
405,10,10121,49681,76.6551776,12.3015062,GSM
405,10,10121,49732,76.6276417,12.3228303,GSM
405,10,10121,49753,76.6323218,12.3220711,GSM
405,10,10121,49772,76.6440875,12.3252641,GSM
405,10,10121,43072,76.6415731,12.3220386,GSM
405,10,10121,43193,76.6444255,12.302135,GSM
405,10,10121,48131,76.6556496,12.313537,GSM
405,10,10121,48211,76.6238178,12.3227199,GSM
405,10,10121,48263,76.6522318,12.3098139,GSM
405,10,10121,49853,76.6470326,12.3169635,GSM
405,10,10121,48041,76.6467769,12.3132886,GSM
405,10,10121,48043,76.6480036,12.309789,GSM
405,10,10121,48213,76.627569,12.3165177,GSM
405,10,10121,48222,76.6297652,12.3315716,GSM
405,10,10121,48261,76.6708155,12.3043482,GSM
405,10,10121,49601,76.6518197,12.3095065,GSM
405,10,10121,49603,76.6513714,12.3082638,GSM
405,10,10121,49671,76.6522094,12.3061669,GSM
405,10,10121,49702,76.6246687,12.334088,GSM
405,10,10121,49751,76.6336198,12.3242726,GSM
405,10,10121,49752,76.6355394,12.3227382,GSM
405,10,10121,49851,76.6553286,12.3148874,GSM
405,10,10121,43082,76.6481344,12.3100352,GSM
405,10,10121,43083,76.6456686,12.3092117,GSM
405,10,10121,48093,76.6312861,12.3278578,GSM
405,10,10121,48101,76.6298694,12.3140729,GSM
405,10,10121,48172,76.6521071,12.3146652,GSM
405,10,10121,48223,76.6291,12.3318924,GSM
405,10,10121,49612,76.6539815,12.3122841,GSM
405,10,10121,49613,76.6518127,12.3129616,GSM
405,10,10121,49782,76.6503031,12.3160541,GSM
405,10,10121,49793,76.6551456,12.3135224,GSM
405,10,10121,49852,76.6536483,12.3146235,GSM
405,10,10121,49973,76.6675235,12.3030082,GSM
405,10,10121,43191,76.649726,12.3030585,GSM
405,10,10121,48262,76.662741,12.3005527,GSM
405,10,10121,49591,76.6582913,12.3125671,GSM
405,10,10121,49602,76.653129,12.3079143,GSM
405,10,10121,49611,76.654317,12.3132839,GSM
405,10,10121,49733,76.6254676,12.3240543,GSM
405,10,10121,49783,76.6495391,12.315835,GSM
405,10,10121,49863,76.6311608,12.3342063,GSM
405,10,10121,49993,76.6472519,12.3445212,GSM
405,10,10041,40403,77.6466701,13.0228185,GSM
405,10,10041,40472,77.6883547,12.9969346,GSM
405,10,10041,41353,77.7094755,12.9835309,GSM
405,10,10041,44202,77.7072795,13.0024048,GSM
405,10,10041,50531,77.6348552,13.0269998,GSM
405,10,10061,36862,77.6265049,13.0374578,GSM
405,10,10061,50051,77.6128672,13.0422587,GSM
405,10,10061,50071,77.6090197,13.0402145,GSM
405,10,10061,50761,77.622475,13.0406947,GSM
405,10,10061,50993,77.6005029,13.0427398,GSM
405,10,10061,51462,77.5938578,13.0417057,GSM
405,10,10061,51613,77.6291619,13.0330349,GSM
405,10,10061,64562,77.6418187,13.0246223,GSM
405,10,10041,34761,77.7120778,12.9779951,GSM
405,10,10041,36541,77.7116597,12.9780117,GSM
405,10,10041,40631,77.7048988,12.968022,GSM
405,10,10041,40771,77.6945879,12.9936061,GSM
405,10,10041,40774,77.7040186,12.9823283,GSM
405,10,10041,40823,77.6886635,12.9964262,GSM
405,10,10041,50532,77.64382,13.0239975,GSM
405,10,10061,36863,77.6216576,13.0409441,GSM
405,10,10061,50323,77.6113304,13.0424912,GSM
405,10,10061,50762,77.6269362,13.0370317,GSM
405,10,10062,40392,77.6667536,12.9978779,GSM
405,10,10062,40753,77.6632912,13.0023387,GSM
405,10,10062,41293,77.6683094,12.9963433,GSM
405,10,10041,35083,77.7131536,13.0010213,GSM
405,10,10041,40473,77.6827324,12.9999139,GSM
405,10,10041,40911,77.6829375,12.9989061,GSM
405,10,10041,40971,77.7016998,12.9758529,GSM
405,10,10041,44213,77.7031842,12.9932336,GSM
405,10,10061,36861,77.6245561,13.0387473,GSM
405,10,10061,39731,77.5966861,13.0413634,GSM
405,10,10061,50321,77.61504,13.0421751,GSM
405,10,10061,50992,77.6095939,13.0446301,GSM
405,10,10061,51461,77.5911574,13.04388,GSM
405,10,10061,51612,77.6294998,13.0320793,GSM
405,10,10061,64561,77.6301433,13.0319822,GSM
405,10,10061,64563,77.6365693,13.0265025,GSM
405,10,10062,40511,77.6476828,13.0223068,GSM
405,10,10062,41852,77.6738514,12.9988959,GSM
405,10,10062,41913,77.6692344,12.9978762,GSM
405,10,10041,34762,77.7125619,12.9778303,GSM
405,10,10041,34763,77.711528,12.9776295,GSM
405,10,10041,39501,77.6508991,13.0209143,GSM
405,10,10041,40402,77.6485291,13.0214413,GSM
405,10,10041,40471,77.6844465,13.000322,GSM
405,10,10041,40611,77.7116334,12.9723882,GSM
405,10,10041,40613,77.7088348,12.96642,GSM
405,10,10041,40821,77.6945318,13.0065493,GSM
405,10,10041,40822,77.6919888,12.996502,GSM
405,10,10041,41243,77.6562079,13.0188044,GSM
405,10,10041,41351,77.7068624,12.9908409,GSM
405,10,10061,50322,77.6162406,13.0416302,GSM
405,10,10061,51611,77.6241338,13.0359383,GSM
405,10,10062,40391,77.663918,13.0000879,GSM
405,10,10062,40393,77.6631557,12.9965652,GSM
405,10,10062,40752,77.6641696,13.0010916,GSM
405,10,10062,41291,77.665297,12.9981459,GSM
405,10,10062,41912,77.6823948,13.0008986,GSM
405,10,10022,50342,77.6104632,13.0438929,GSM
405,10,10041,35013,77.7359227,12.9827285,GSM
405,10,10041,36551,77.7163698,12.9777092,GSM
405,10,10041,40612,77.712766,12.9701244,GSM
405,10,10041,40881,77.6857203,12.9950793,GSM
405,10,10041,41242,77.6561449,13.0188079,GSM
405,10,10041,41352,77.7117441,12.9835271,GSM
405,10,10041,41372,77.7064329,13.0129181,GSM
405,10,10041,44212,77.7109083,12.9898989,GSM
405,10,10041,44251,77.6897082,12.992625,GSM
405,10,10041,44263,77.7142694,13.0020105,GSM
405,10,10041,50533,77.636082,13.0265059,GSM
405,10,10062,40741,77.6656894,12.9968917,GSM
405,10,10041,39502,77.65258,13.0201796,GSM
405,10,10061,50763,77.6200132,13.0411982,GSM
405,10,10062,36922,77.6500607,13.0212668,GSM
405,10,10062,41292,77.668278,12.9977244,GSM
405,10,10062,41911,77.6772656,12.9999843,GSM
405,10,10121,48133,76.6545746,12.3129651,GSM
405,10,10121,48211,76.6238755,12.3228298,GSM
405,10,10121,48221,76.6292563,12.3328309,GSM
405,10,10121,49611,76.65432,12.3132835,GSM
405,10,10121,48091,76.6303291,12.3321221,GSM
405,10,10121,48132,76.6567831,12.3126955,GSM
405,10,10121,48222,76.6297623,12.3315803,GSM
405,10,10121,49601,76.6518152,12.309511,GSM
405,10,10121,48043,76.6480065,12.3097946,GSM
405,10,10121,48131,76.6556531,12.3135347,GSM
405,10,10121,48042,76.6499919,12.3104853,GSM
405,10,10121,48093,76.631281,12.3278712,GSM
405,10,10121,49793,76.6551679,12.3135127,GSM
405,10,10121,49863,76.631079,12.3341584,GSM
405,10,10121,48223,76.6291006,12.3318968,GSM
405,10,10121,48041,76.6467873,12.3132837,GSM
405,10,10121,49612,76.653986,12.3122854,GSM
405,10,10121,49851,76.6557291,12.3143565,GSM
405,10,10022,21663,77.514043,13.076129,GSM
405,10,10121,48221,76.6292562,12.3328351,GSM
405,10,10221,28182,78.2365728,13.4542596,GSM
405,10,10121,48091,76.6303258,12.332129,GSM
405,10,10121,48093,76.6312799,12.3278741,GSM
405,10,10121,48222,76.6297615,12.3315846,GSM
405,10,10022,29131,77.55095,13.0672637,GSM
405,10,10022,29133,77.5496174,13.0658052,GSM
405,10,10051,60263,77.6433818,12.8742765,GSM
405,10,10051,64331,77.6433818,12.8742765,GSM
405,10,14,620849,77.6590451,12.8438096,UMTS
405,10,10051,39843,77.6414465,12.8736707,GSM
405,10,10051,64331,77.6422206,12.873913,GSM
405,10,10051,64333,77.6414465,12.8736707,GSM
405,10,10041,35013,77.7362998,12.9828141,GSM
405,10,10041,41952,77.7344808,12.982556,GSM
405,10,10051,39842,77.6392141,12.8716002,GSM
405,10,10051,64331,77.6426621,12.8744121,GSM
405,10,10051,64333,77.6407404,12.8736837,GSM
405,10,10041,35091,77.7393324,12.9851295,GSM
405,10,10041,40621,77.7341351,12.9864185,GSM
405,10,10022,29131,77.5509274,13.0672203,GSM
405,10,10051,64331,77.6421539,12.8725405,GSM
405,10,10051,39842,77.6412409,12.8714597,GSM
405,10,10051,64333,77.6413562,12.8724248,GSM
405,10,10022,29132,77.550388,13.066184,GSM
405,10,10022,29133,77.5498128,13.0659013,GSM
405,10,10022,20603,77.5884765,13.108371,GSM
405,10,10022,20673,77.5753522,13.062415,GSM
405,10,10022,36492,77.5719168,13.0519739,GSM
405,10,10022,20672,77.5798701,13.0635776,GSM
405,10,10022,36493,77.5730307,13.0531974,GSM
405,10,10022,50341,77.5946672,13.0630216,GSM
405,10,10022,50482,77.5938823,13.0659335,GSM
405,10,10022,50483,77.5941635,13.0626923,GSM
405,10,10022,50703,77.6068358,13.0714532,GSM
405,10,10022,50852,77.610759,13.0695386,GSM
405,10,10041,50023,77.6507956,13.0641111,GSM
405,10,10051,59943,77.6207984,12.952717,GSM
405,10,10061,36751,77.6369764,13.0669192,GSM
405,10,10061,39143,77.6155735,13.0594247,GSM
405,10,10061,50011,77.6024587,13.0670227,GSM
405,10,10061,50123,77.5844849,13.0186599,GSM
405,10,10061,50413,77.5738036,13.0463663,GSM
405,10,10061,50831,77.6316219,13.0656378,GSM
405,10,10061,51552,77.5839048,13.0138846,GSM
405,10,10062,50732,77.601271,12.9782697,GSM
405,10,10062,50883,77.6127642,12.9693942,GSM
405,10,10062,54953,77.5991473,12.9819217,GSM
405,10,10062,55381,77.5920051,12.9842831,GSM
405,10,10071,20342,77.575578,13.04993,GSM
405,10,10071,36412,77.5605301,13.0175304,GSM
405,10,10072,50821,77.6077643,12.9688837,GSM
405,10,10072,51041,77.5765398,12.9880835,GSM
405,10,10022,20802,77.616857,13.0743308,GSM
405,10,10022,21932,77.5985193,13.0710179,GSM
405,10,10022,36491,77.5738501,13.058389,GSM
405,10,10022,50481,77.5940633,13.0659579,GSM
405,10,10022,50851,77.5958876,13.0795189,GSM
405,10,10051,59991,77.620379,12.9426476,GSM
405,10,10061,39142,77.611274,13.0686093,GSM
405,10,10061,50412,77.5796897,13.0459565,GSM
405,10,10061,50941,77.5735872,13.0465918,GSM
405,10,10061,51181,77.6488634,13.0588646,GSM
405,10,10061,51183,77.6487326,13.0592118,GSM
405,10,10061,51293,77.6224151,13.0677056,GSM
405,10,10061,51631,77.6313606,13.067805,GSM
405,10,10062,55021,77.5809613,12.9868511,GSM
